GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,OBSERVATION COUNT,BREEDING BIRD ATLAS CODE,BREEDING BIRD ATLAS CATEGORY,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS,SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS520946151,10/27/2020 21:10,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,"Localidad desconocida - -23,745x-56,323 - 10 jul. 2017 15:48",L6074698,P,-23.7451591,-56.3225835,7/10/2017,15:48:00,obsr622996,S38308084,Traveling,P22,EBIRD,124,1,,8,1,G2533103,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS555996864,9/29/2020 12:47,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,"(-22,2479,-47,8867)",L6548947,P,-22.24793,-47.886721,12/10/2017,7:23:00,obsr800827,S41006327,Traveling,P22,EBIRD_BRA,353,59.634,,2,1,,0,1,1,,,
URN:CornellLabOfOrnithology:EBIRD:OBS543699913,11/5/2017 13:02,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/22/2017,10:59:00,obsr131787,S40074282,Traveling,P22,EBIRD,40,0.644,,10,1,G2697906,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS544459515,11/5/2017 13:02,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/22/2017,10:59:00,obsr104695,S40128559,Traveling,P22,EBIRD,40,0.644,,10,1,G2697906,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS544424000,11/5/2017 13:02,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/22/2017,10:59:00,obsr59502,S40125889,Traveling,P22,EBIRD,40,0.644,,10,1,G2697906,0,1,0,,WINGS group with Fabrice Schmitt,
URN:CornellLabOfOrnithology:EBIRD:OBS527986647,8/21/2020 10:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--São Roque de Minas,L4680493,H,-20.2539235,-46.5511698,8/26/2017,12:47:00,obsr762013,S38839998,Traveling,P22,EBIRD,518,60,,3,1,G2611659,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS518232926,10/27/2020 21:10,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,"Localidad desconocida - -23,745x-56,323 - 10 jul. 2017 15:48",L6074698,P,-23.7451591,-56.3225835,7/10/2017,15:48:00,obsr786997,S38110326,Traveling,P22,EBIRD,124,1,,8,1,G2533103,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS521994142,7/30/2017 9:48,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,, -20.215x-46.648,L6124722,P,-20.2153,-46.6477358,7/21/2017,13:40:00,obsr467819,S38389390,Incidental,P20,EBIRD_BRA,,,,4,0,G2560711,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS544459588,10/26/2017 10:44,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/22/2017,9:23:00,obsr104695,S40128562,Traveling,P22,EBIRD,20,0.322,,10,1,G2697905,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS591914432,10/27/2020 21:10,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,"Localidad desconocida - -23,745x-56,323 - 10 jul. 2017 15:48",L6074698,P,-23.7451591,-56.3225835,7/10/2017,15:48:00,obsr814869,S43966339,Traveling,P22,EBIRD,124,1,,8,1,G2533103,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS517736427,10/27/2020 21:10,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,"Localidad desconocida - -23,745x-56,323 - 10 jul. 2017 15:48",L6074698,P,-23.7451591,-56.3225835,7/10/2017,15:48:00,obsr508506,S38073989,Traveling,P22,EBIRD,124,1,,8,1,G2533103,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS543699487,10/23/2017 20:07,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/22/2017,9:23:00,obsr131787,S40074249,Traveling,P22,EBIRD,20,0.322,,10,1,G2697905,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS518184191,10/27/2020 21:10,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,"Localidad desconocida - -23,745x-56,323 - 10 jul. 2017 15:48",L6074698,P,-23.7451591,-56.3225835,7/10/2017,15:48:00,obsr538107,S38106477,Traveling,P22,EBIRD,124,1,,8,1,G2533103,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS529262537,8/21/2020 10:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--São Roque de Minas,L4680493,H,-20.2539235,-46.5511698,8/25/2017,6:49:00,obsr670042,S38936931,Traveling,P22,EBIRD,805,50,,3,1,G2611472,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS544016615,11/5/2017 13:02,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/22/2017,10:59:00,obsr232164,S40095821,Traveling,P22,EBIRD,40,0.644,,10,1,G2697906,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS481103316,11/16/2020 13:57,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Bolivia,BO,El Beni,BO-B,,,,,,,"Onbekende Locatie - -13,315x-66,658 - 26 mrt. 2017 3:46 PM",L5643810,P,-13.3149186,-66.6583052,3/26/2017,15:46:00,obsr619119,S35631341,Traveling,P22,EBIRD,5,0.2,,1,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS544016586,10/24/2017 3:14,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/22/2017,9:23:00,obsr232164,S40095819,Traveling,P22,EBIRD,20,0.322,,10,1,G2697905,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS543268753,11/16/2020 13:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Bolivia,BO,El Beni,BO-B,,,,,,,Barba Azul Nature Reserve,L1133586,H,-13.763229,-66.0984278,10/16/2017,5:30:00,obsr37316,S40044979,Traveling,P22,EBIRD,805,8.047,,2,1,,1,1,0,,,Tjalle saw another male and a female while I was with this bird.
URN:CornellLabOfOrnithology:EBIRD:OBS544424016,10/26/2017 4:23,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/22/2017,9:23:00,obsr59502,S40125890,Traveling,P22,EBIRD,20,0.322,,10,1,G2697905,0,1,0,,WINGS group with Fabrice Schmitt,
URN:CornellLabOfOrnithology:EBIRD:OBS544481513,10/26/2017 12:42,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/22/2017,9:23:00,obsr334540,S40130198,Traveling,P22,EBIRD,20,0.322,,10,1,G2697905,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS543950407,11/5/2017 13:02,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/22/2017,10:59:00,obsr119128,S40091525,Traveling,P22,EBIRD,40,0.644,,10,1,G2697906,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS463644710,11/16/2020 13:57,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Bolivia,BO,El Beni,BO-B,,,,,,,"Onbekende Locatie - -13,461x-66,355 - 25 jan. 2017 10:55 AM",L5410562,P,-13.4611186,-66.3549698,1/25/2017,10:55:00,obsr619119,S34197395,Traveling,P22,EBIRD,15,3,,2,0,,0,1,0,,,Por casa chaleco
URN:CornellLabOfOrnithology:EBIRD:OBS478994146,3/26/2017 18:47,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Goiás,BR-GO,,,,,,,BR-State of Goiás-Alto Paraíso de Goiás-Unnamed Road - -14.155x-47.626,L5619855,P,-14.1549333,-47.6260771,3/26/2017,18:23:00,obsr339507,S35453920,Traveling,P22,EBIRD,60,2.5,,2,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS521199907,7/30/2017 6:35,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,, -20.215x-46.648,L6124722,P,-20.2153,-46.6477358,7/21/2017,13:40:00,obsr537362,S38327959,Incidental,P20,EBIRD_BRA,,,,4,0,G2560711,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS521965505,7/30/2017 6:35,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,, -20.215x-46.648,L6124722,P,-20.2153,-46.6477358,7/21/2017,13:40:00,obsr553158,S38387516,Incidental,P20,EBIRD_BRA,,,,4,0,G2560711,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS543559446,2/7/2019 20:43,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Chapada dos Veadeiros--Bona Espero,L2934194,H,-14.1371583,-47.6262903,10/14/2017,10:07:00,obsr623245,S40064508,Traveling,P22,EBIRD,120,2,,4,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS522305539,7/31/2017 12:26,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,, -20.215x-46.648,L6124722,P,-20.2153,-46.6477358,7/21/2017,13:40:00,obsr189372,S38411166,Incidental,P20,EBIRD_BRA,,,,4,0,G2560711,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS541381941,8/18/2019 22:14,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,9/26/2017,,obsr549029,S39906884,Historical,P62,EBIRD,,,,,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS545587202,11/30/2017 19:54,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/22/2017,10:59:00,obsr427721,S40214139,Traveling,P22,EBIRD,40,0.644,,10,1,G2697906,0,1,0,,WINGS group with Fabrice Schmitt,
URN:CornellLabOfOrnithology:EBIRD:OBS651936098,8/27/2018 18:09,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,7/5/2018,13:45:00,obsr421749,S48115271,Traveling,P22,EBIRD,220,15,,2,1,G3423740,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS674388913,11/11/2018 14:35,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Uberaba - área geral,L8130963,P,-19.7003245,-47.9867388,11/5/2018,14:38:00,obsr623245,S49750900,Traveling,P22,EBIRD,180,12,,3,1,,1,1,0,,Guiada por Cal Martins com Leila Esteves,
URN:CornellLabOfOrnithology:EBIRD:OBS680697199,5/11/2020 14:49,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,"Male, Adult (1)",Brazil,BR,São Paulo,BR-SP,,,,,,,Itirapina--local descrito por Jeremy Minns,L3453441,H,-22.248943,-47.905257,11/13/2018,7:49:00,obsr536027,S50257986,Traveling,P22,EBIRD,180,1.5,,4,1,,0,1,1,,Com o grande Cal Martins e os simpáticos clientes Norte americanos Keith & Janice Wiggers.,Macho adulto.
URN:CornellLabOfOrnithology:EBIRD:OBS621140560,12/9/2019 15:27,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,5/1/2018,6:50:00,obsr623370,S45867406,Traveling,P22,EBIRD,402,20,,4,1,G3216296,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS654631629,9/28/2019 22:30,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,"Itirapina, São Paulo",L7899119,P,-22.2547796,-47.8799415,9/6/2018,7:04:00,obsr623760,S48325590,Traveling,P22,EBIRD,264,9.89,,2,1,G3441589,0,1,1,,,
URN:CornellLabOfOrnithology:EBIRD:OBS606050834,4/27/2018 6:04,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,4/26/2018,6:50:00,obsr467819,S44982969,Incidental,P20,EBIRD,,,,4,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS677600454,12/9/2018 17:59,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Madre de Deus,L8154535,P,-21.413412,-44.335963,11/15/2018,7:10:00,obsr655949,S50015592,Traveling,P22,EBIRD,210,1,,3,1,G3638194,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS645394162,8/6/2018 8:16,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,7/25/2018,7:15:00,obsr1104103,S47627503,Traveling,P22,EBIRD,500,80,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS649298503,11/30/2018 18:52,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Retão Do Brejal -- Pouso Alegre -- MG.,L7835036,P,-22.1237885,-45.8581947,8/17/2018,7:11:00,obsr622520,S47920339,Traveling,P22,EBIRD,300,1.465,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS612875570,9/23/2020 10:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Mato Grosso do Sul,BR-MS,,,,,,,Pousada Aguape,L2372279,H,-20.0956205,-55.9648456,5/5/2018,7:30:00,obsr1093412,S45392238,Traveling,P22,EBIRD,1000,50,,2,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS679635235,11/16/2020 13:58,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Bolivia,BO,El Beni,BO-B,,,,,,,"(-13.7019,-63.7328)",L8178691,P,-13.701913,-63.73282,10/28/2018,10:53:00,obsr193353,S50174264,Traveling,P22,EBIRD,240,4.828,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS672534496,11/30/2018 18:39,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Madre de Deus de Minas - MG,L6859275,P,-21.416515,-44.337824,11/2/2018,7:09:00,obsr762013,S49621419,Traveling,P22,EBIRD,132,12,,3,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS609265157,12/9/2019 15:27,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,5/1/2018,6:50:00,obsr425788,S45182854,Traveling,P22,EBIRD,402,20,,4,1,G3216296,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS674357555,9/28/2019 22:30,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,"Itirapina, São Paulo",L6770856,P,-22.2464863,-47.8877792,11/5/2018,6:49:00,obsr623245,S49750889,Traveling,P22,EBIRD,180,2,,3,1,,1,1,1,,Guiada pelo amigo Cal Martins e acompanhada da super amiga Leila Esteves,
URN:CornellLabOfOrnithology:EBIRD:OBS875750008,3/8/2020 14:51,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--Main entrance road,L6139521,H,-20.2601063,-46.4064732,7/25/2018,,obsr1570857,S65576657,Incidental,P20,EBIRD,,,,,0,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS684404962,12/9/2018 17:59,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Madre de Deus,L8154535,P,-21.413412,-44.335963,11/15/2018,7:10:00,obsr747638,S50554760,Traveling,P22,EBIRD,210,1,,3,1,G3638194,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS637381953,8/27/2018 18:09,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,7/5/2018,13:45:00,obsr281519,S47013951,Traveling,P22,EBIRD,220,15,,2,1,G3423740,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS645406418,8/3/2018 18:00,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,8/2/2018,8:18:00,obsr619160,S47628604,Historical,P62,EBIRD,,,,2,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS654631581,9/28/2019 22:30,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,"Itirapina, São Paulo",L7899119,P,-22.2547796,-47.8799415,9/6/2018,7:04:00,obsr623624,S48325589,Traveling,P22,EBIRD,264,9.89,,2,1,G3441589,0,1,1,,,
URN:CornellLabOfOrnithology:EBIRD:OBS784223296,7/11/2019 20:59,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,7/10/2019,6:50:00,obsr497755,S58109039,Traveling,P22,EBIRD,323,49.92,,3,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS818620441,9/23/2020 10:54,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Mato Grosso do Sul,BR-MS,,,,,,,Terenos--Córrego Cerola,L10054716,H,-20.2737898,-54.8679188,10/19/2019,5:30:00,obsr761763,S60770556,Traveling,P22,EBIRD_BRA,300,25,,2,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS808574812,10/27/2020 21:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Paraguay,PY,Itapúa,PY-7,,,,,,,Reserva Guyra Reta,L2762150,H,-26.516,-55.7668333,9/20/2019,6:15:00,obsr658476,S60034272,Traveling,P22,EBIRD_PRY,660,12,,4,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS815262198,5/11/2020 14:49,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,Itirapina--local descrito por Jeremy Minns,L3453441,H,-22.248943,-47.905257,10/10/2019,6:46:00,obsr467819,S60529103,Traveling,P22,EBIRD,169,6.52,,1,1,G4571729,0,1,1,,,Fotografado
URN:CornellLabOfOrnithology:EBIRD:OBS835976548,12/8/2019 10:13,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,12/8/2019,4:43:00,obsr1407906,S62140647,Traveling,P22,EBIRD_BRA,300,60,,4,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS814855008,5/11/2020 14:49,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,Itirapina--local descrito por Jeremy Minns,L3453441,H,-22.248943,-47.905257,10/10/2019,6:46:00,obsr526456,S60497452,Traveling,P22,EBIRD,169,6.52,,1,1,G4571729,0,1,1,,,Fotografado
URN:CornellLabOfOrnithology:EBIRD:OBS804361875,8/21/2020 10:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--Sacramento,L5843035,H,-20.1386825,-46.8083954,8/13/2019,12:09:00,obsr497755,S59718671,Traveling,P22,EBIRD,83,17.59,,4,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS818886871,3/28/2020 17:10,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/20/2019,7:35:00,obsr529524,S60788074,Traveling,P22,EBIRD_BCN,328,11.5,,3,1,G5128441,0,1,0,,2/4 de 7 del matí fins el migdia. Des de 500 metres abans del centre de visitants i 11 km fins Curral de pedras.,Curral de pedra. Una femella diversos cops.
URN:CornellLabOfOrnithology:EBIRD:OBS833010100,8/21/2020 10:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--São Roque de Minas,L4680493,H,-20.2539235,-46.5511698,10/28/2019,10:30:00,obsr158639,S61841359,Traveling,P22,EBIRD,60,0.483,,2,1,,1,1,0,,and Monique with Tropical Birding team and Nick Athanas,
URN:CornellLabOfOrnithology:EBIRD:OBS801199327,11/16/2020 13:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Bolivia,BO,El Beni,BO-B,,,,,,,Barba Azul Nature Reserve,L1133586,H,-13.763229,-66.0984278,8/30/2019,8:31:00,obsr619119,S59484847,Traveling,P22,EBIRD,198,11,,4,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS841748242,12/31/2019 8:29,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,Itirapina--área geral,L8600183,H,-22.2591229,-47.812368,10/25/2019,15:00:00,obsr1127182,S62595120,Traveling,P22,EBIRD,150,12,,2,1,G4784478,1,1,1,,,Em busca do canario do brejo encontramos o Galito
URN:CornellLabOfOrnithology:EBIRD:OBS821747685,10/28/2019 17:40,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Goiás,BR-GO,,,,,,,"Goiás, BR (-14,292, -47,492)",L10088213,P,-14.2916338,-47.492128,10/28/2019,6:59:00,obsr973969,S60992206,Stationary,P21,EBIRD,60,,,2,1,G4623079,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS716116393,2/27/2019 6:10,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Chapada dos Veadeiros--Bona Espero,L2934194,H,-14.1371583,-47.6262903,2/26/2019,16:30:00,obsr530150,S53183479,Stationary,P21,EBIRD,60,,,3,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS823596568,2/1/2020 11:18,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,11/2/2019,5:35:00,obsr536027,S61128158,Traveling,P22,EBIRD,479,52.513,,3,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS811820775,10/1/2019 19:28,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Goiás,BR-GO,,,,,,,"Goiás, BR (-14,256, -47,622)",L9979106,P,-14.2564588,-47.6224273,10/1/2019,11:26:00,obsr973969,S60272159,Incidental,P20,EBIRD,,,,1,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS821934342,10/28/2019 17:40,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Goiás,BR-GO,,,,,,,"Goiás, BR (-14,292, -47,492)",L10088213,P,-14.2916338,-47.492128,10/28/2019,6:59:00,obsr667234,S61005849,Stationary,P21,EBIRD,60,,,2,1,G4623079,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS940011888,6/9/2020 9:26,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,1,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Cabeceiras do rio Uberabinha,L11654895,H,-19.3631209,-47.9209657,4/15/2019,7:30:00,obsr766155,S70225066,Traveling,P22,EBIRD,240,5,,4,1,,0,1,0,,,
